id,inventory_id,equipment_id
168,250,7
169,316,7
170,344,7
171,950,7
172,437,7
173,818,7
174,667,7
175,922,7
176,314,7
177,333,7
178,531,7
179,1123,7
180,1180,7
181,414,7
182,493,7
183,1047,7
184,357,7
185,624,7
186,36,7
187,1023,7
188,1025,7
189,411,7
190,53,7
191,312,7
192,775,7
193,59,22
194,847,22
195,388,22
196,570,22
197,1083,22
198,4,22
199,77,22
200,250,22
201,316,22
202,344,22
203,950,22
204,437,22
205,818,22
206,667,22
207,922,22
208,314,22
209,333,22
210,531,22
211,1123,22
212,1180,22
213,414,22
214,493,22
215,1047,22
216,357,22
217,624,22
218,36,22
219,1023,22
220,1025,22
221,411,22
222,53,22
223,312,22
224,775,22
225,59,25
226,847,25
227,388,25
228,570,25
229,1083,25
230,4,25
231,77,25
232,250,25
233,316,25
234,344,25
235,950,25
236,437,25
237,818,25
238,667,25
239,922,25
240,314,25
241,333,25
242,531,25
243,1123,25
244,1180,25
245,414,25
246,493,25
247,1047,25
248,357,25
249,624,25
250,36,25
251,1023,25
252,1025,25
253,411,25
254,53,25
255,312,25
256,775,25
257,59,23
258,847,23
259,388,23
260,570,23
261,1083,23
262,4,23
263,77,23
264,250,23
265,316,23
266,344,23
267,950,23
268,437,23
269,818,23
270,667,23
271,922,23
272,314,23
273,333,23
274,531,23
275,1123,23
276,1180,23
277,414,23
278,493,23
279,1047,23
280,357,23
281,624,23
282,36,23
283,1023,23
284,1025,23
285,411,23
286,53,23
287,312,23
288,775,23
289,59,14
290,847,14
291,388,14
292,570,14
293,1083,14
294,4,14
295,77,14
296,250,14
297,316,14
298,344,14
299,950,14
300,437,14
301,818,14
302,667,14
303,922,14
304,314,14
305,333,14
306,531,14
307,1123,14
308,1180,14
309,414,14
310,493,14
311,1047,14
312,357,14
313,624,14
314,36,14
315,1023,14
316,1025,14
317,411,14
318,53,14
319,312,14
320,775,14
321,59,16
322,847,16
323,388,16
324,570,16
325,1083,16
326,4,16
327,77,16
328,250,16
329,316,16
330,344,16
331,950,16
332,437,16
333,818,16
334,667,16
335,922,16
336,314,16
337,333,16
338,531,16
339,1123,16
340,1180,16
341,414,16
342,493,16
343,1047,16
344,357,16
345,624,16
346,36,16
347,1023,16
348,1025,16
349,411,16
350,53,16
351,312,16
352,775,16
353,59,12
354,847,12
355,388,12
356,570,12
357,1083,12
358,4,12
359,77,12
360,250,12
361,316,12
362,344,12
363,950,12
364,437,12
365,818,12
366,667,12
367,922,12
368,314,12
369,333,12
370,531,12
371,1123,12
372,1180,12
373,414,12
374,493,12
375,1047,12
376,357,12
377,624,12
378,36,12
379,1023,12
380,1025,12
381,411,12
382,53,12
383,312,12
384,775,12
385,59,15
386,847,15
387,388,15
388,570,15
389,1083,15
390,4,15
391,77,15
392,250,15
393,316,15
394,344,15
395,950,15
396,437,15
397,818,15
398,667,15
399,922,15
400,314,15
401,333,15
402,531,15
403,1123,15
404,1180,15
405,414,15
406,493,15
407,1047,15
408,357,15
409,624,15
410,36,15
411,1023,15
412,1025,15
413,411,15
414,53,15
415,312,15
416,775,15
417,349,20
418,1051,20
419,264,20
420,208,20
421,551,20
422,638,20
423,699,20
424,20,20
425,530,20
426,704,20
427,710,20
428,565,20
429,844,20
430,1027,20
431,192,20
432,890,20
433,1101,20
434,113,20
435,324,20
436,952,20
437,191,20
438,387,20
439,1098,20
440,429,20
441,1087,20
442,1130,20
443,1153,20
444,592,20
445,1036,20
446,349,17
447,1051,17
448,264,17
449,208,17
450,551,17
451,638,17
452,699,17
453,20,17
454,530,17
455,704,17
456,710,17
457,565,17
458,844,17
459,1027,17
460,192,17
461,890,17
462,1101,17
463,113,17
464,324,17
465,952,17
466,191,17
467,387,17
468,1098,17
469,429,17
470,1087,17
471,1130,17
472,1153,17
473,592,17
474,1036,17
475,349,3
476,1051,3
477,264,3
478,208,3
479,551,3
480,638,3
481,699,3
482,20,3
483,530,3
484,704,3
485,710,3
486,565,3
487,844,3
488,1027,3
489,192,3
490,890,3
491,1101,3
492,113,3
493,324,3
494,952,3
495,191,3
496,387,3
497,1098,3
498,429,3
499,1087,3
500,1130,3
501,1153,3
502,592,3
503,1036,3
504,349,10
505,1051,10
506,264,10
507,208,10
508,551,10
509,638,10
510,699,10
511,20,10
512,530,10
513,704,10
514,710,10
515,565,10
516,844,10
517,1027,10
518,192,10
519,890,10
520,1101,10
521,113,10
522,324,10
523,952,10
524,191,10
525,387,10
526,1098,10
527,429,10
528,1087,10
529,1130,10
530,1153,10
531,592,10
532,1036,10
533,349,1
534,1051,1
535,264,1
536,208,1
537,551,1
538,638,1
539,699,1
540,20,1
541,530,1
542,704,1
543,710,1
544,565,1
545,844,1
546,1027,1
547,192,1
548,890,1
549,1101,1
550,113,1
551,324,1
552,952,1
553,191,1
554,387,1
555,1098,1
556,429,1
557,1087,1
558,1130,1
559,1153,1
560,592,1
561,1036,1
562,349,7
563,1051,7
564,264,7
565,208,7
566,551,7
567,638,7
568,699,7
569,20,7
570,530,7
571,704,7
572,710,7
573,565,7
574,844,7
575,1027,7
576,192,7
577,890,7
578,1101,7
579,113,7
580,324,7
581,952,7
582,191,7
583,387,7
584,1098,7
585,429,7
586,1087,7
587,1130,7
588,1153,7
589,592,7
590,1036,7
591,349,12
592,1051,12
593,264,12
594,208,12
595,551,12
596,638,12
597,699,12
598,20,12
599,530,12
600,704,12
601,710,12
602,565,12
603,844,12
604,1027,12
605,192,12
606,890,12
607,1101,12
608,113,12
609,324,12
610,952,12
611,191,12
612,387,12
613,1098,12
614,429,12
615,1087,12
616,1130,12
617,1153,12
618,592,12
619,1036,12
620,349,14
621,1051,14
622,264,14
623,208,14
624,551,14
625,638,14
626,699,14
627,20,14
628,530,14
629,704,14
630,710,14
631,565,14
632,844,14
633,1027,14
634,192,14
635,890,14
636,1101,14
637,113,14
638,324,14
639,952,14
640,191,14
641,387,14
642,1098,14
643,429,14
644,1087,14
645,1130,14
646,1153,14
647,592,14
648,1036,14
649,349,13
650,1051,13
651,264,13
652,208,13
653,551,13
654,638,13
655,699,13
656,20,13
657,530,13
658,704,13
659,710,13
660,565,13
661,844,13
662,1027,13
663,192,13
664,890,13
665,1101,13
666,113,13
667,324,13
668,952,13
669,191,13
670,387,13
671,1098,13
672,429,13
673,1087,13
674,1130,13
675,1153,13
676,592,13
677,1036,13
678,393,20
679,484,20
680,550,20
681,172,20
682,623,20
683,765,20
684,262,20
685,289,20
686,491,20
687,608,20
688,1070,20
689,1127,20
690,1067,20
691,509,20
692,347,20
693,718,20
694,917,20
695,998,20
696,1045,20
697,821,20
698,990,20
699,1041,20
700,173,20
701,341,20
702,932,20
703,856,20
704,393,17
705,484,17
706,550,17
707,172,17
708,623,17
709,765,17
710,262,17
711,289,17
712,491,17
713,608,17
714,1070,17
715,1127,17
716,1067,17
717,509,17
718,347,17
719,718,17
720,917,17
721,998,17
722,1045,17
723,821,17
724,990,17
725,1041,17
726,173,17
727,341,17
728,932,17
729,856,17
730,393,3
731,484,3
732,550,3
733,172,3
734,623,3
735,765,3
736,262,3
737,289,3
738,491,3
739,608,3
740,1070,3
741,1127,3
742,1067,3
743,509,3
744,347,3
745,718,3
746,917,3
747,998,3
748,1045,3
749,821,3
750,990,3
751,1041,3
752,173,3
753,341,3
754,932,3
755,856,3
756,393,11
757,484,11
758,550,11
759,172,11
760,623,11
761,765,11
762,262,11
763,289,11
764,491,11
765,608,11
766,1070,11
767,1127,11
768,1067,11
769,509,11
770,347,11
771,718,11
772,917,11
773,998,11
774,1045,11
775,821,11
776,990,11
777,1041,11
778,173,11
779,341,11
780,932,11
781,856,11
782,393,1
783,484,1
784,550,1
785,172,1
786,623,1
787,765,1
788,262,1
789,289,1
790,491,1
791,608,1
792,1070,1
793,1127,1
794,1067,1
795,509,1
796,347,1
797,718,1
798,917,1
799,998,1
800,1045,1
801,821,1
802,990,1
803,1041,1
804,173,1
805,341,1
806,932,1
807,856,1
808,393,8
809,484,8
810,550,8
811,172,8
812,623,8
813,765,8
814,262,8
815,289,8
816,491,8
817,608,8
818,1070,8
819,1127,8
820,1067,8
821,509,8
822,347,8
823,718,8
824,917,8
825,998,8
826,1045,8
827,821,8
828,990,8
829,1041,8
830,173,8
831,341,8
832,932,8
833,856,8
834,393,25
835,484,25
836,550,25
837,172,25
838,623,25
839,765,25
840,262,25
841,289,25
842,491,25
843,608,25
844,1070,25
845,1127,25
846,1067,25
847,509,25
848,347,25
849,718,25
850,917,25
851,998,25
852,1045,25
853,821,25
854,990,25
855,1041,25
856,173,25
857,341,25
858,932,25
859,856,25
860,820,19
861,31,19
862,52,19
863,724,19
864,873,19
865,961,19
866,1155,19
867,384,19
868,412,19
869,1063,19
870,58,19
871,326,19
872,863,19
873,1074,19
874,1120,19
875,317,19
876,574,19
877,35,19
878,521,19
879,861,19
880,67,19
881,657,19
882,68,19
883,253,19
884,594,19
885,640,19
886,837,19
887,949,19
888,984,19
889,1054,19
890,1168,19
891,50,19
892,773,19
893,1024,19
894,820,17
895,31,17
896,52,17
897,724,17
898,873,17
899,961,17
900,1155,17
901,384,17
902,412,17
903,1063,17
904,58,17
905,326,17
906,863,17
907,1074,17
908,1120,17
909,317,17
910,574,17
911,35,17
912,521,17
913,861,17
914,67,17
915,657,17
916,68,17
917,253,17
918,594,17
919,640,17
920,837,17
921,949,17
922,984,17
923,1054,17
924,1168,17
925,50,17
926,773,17
927,1024,17
928,820,3
929,31,3
930,52,3
931,724,3
932,873,3
933,961,3
934,1155,3
935,384,3
936,412,3
937,1063,3
938,58,3
939,326,3
940,863,3
941,1074,3
942,1120,3
943,317,3
944,574,3
945,35,3
946,521,3
947,861,3
948,67,3
949,657,3
950,68,3
951,253,3
952,594,3
953,640,3
954,837,3
955,949,3
956,984,3
957,1054,3
958,1168,3
959,50,3
960,773,3
961,1024,3
962,820,11
963,31,11
964,52,11
965,724,11
966,873,11
967,961,11
968,1155,11
969,384,11
970,412,11
971,1063,11
972,58,11
973,326,11
974,863,11
975,1074,11
976,1120,11
977,317,11
978,574,11
979,35,11
980,521,11
981,861,11
982,67,11
983,657,11
984,68,11
985,253,11
986,594,11
987,640,11
988,837,11
989,949,11
990,984,11
991,1054,11
992,1168,11
993,50,11
994,773,11
995,1024,11
996,820,2
997,31,2
998,52,2
999,724,2
1000,873,2
1001,961,2
1002,1155,2
1003,384,2
1004,412,2
1005,1063,2
1006,58,2
1007,326,2
1008,863,2
1009,1074,2
1010,1120,2
1011,317,2
1012,574,2
1013,35,2
1014,521,2
1015,861,2
1016,67,2
1017,657,2
1018,68,2
1019,253,2
1020,594,2
1021,640,2
1022,837,2
1023,949,2
1024,984,2
1025,1054,2
1026,1168,2
1027,50,2
1028,773,2
1029,1024,2
1030,820,7
1031,31,7
1032,52,7
1033,724,7
1034,873,7
1035,961,7
1036,1155,7
1037,384,7
1038,412,7
1039,1063,7
1040,58,7
1041,326,7
1042,863,7
1043,1074,7
1044,1120,7
1045,317,7
1046,574,7
1047,35,7
1048,521,7
1049,861,7
1050,67,7
1051,657,7
1052,68,7
1053,253,7
1054,594,7
1055,640,7
1056,837,7
1057,949,7
1058,984,7
1059,1054,7
1060,1168,7
1061,50,7
1062,773,7
1063,1024,7
1064,820,24
1065,31,24
1066,52,24
1067,724,24
1068,873,24
1069,961,24
1070,1155,24
1071,384,24
1072,412,24
1073,1063,24
1074,58,24
1075,326,24
1076,863,24
1077,1074,24
1078,1120,24
1079,317,24
1080,574,24
1081,35,24
1082,521,24
1083,861,24
1084,67,24
1085,657,24
1086,68,24
1087,253,24
1088,594,24
1089,640,24
1090,837,24
1091,949,24
1092,984,24
1093,1054,24
1094,1168,24
1095,50,24
1096,773,24
1097,1024,24
1098,820,22
1099,31,22
1100,52,22
1101,724,22
1102,873,22
1103,961,22
1104,1155,22
1105,384,22
1106,412,22
1107,1063,22
1108,58,22
1109,326,22
1110,863,22
1111,1074,22
1112,1120,22
1113,317,22
1114,574,22
1115,35,22
1116,521,22
1117,861,22
1118,67,22
1119,657,22
1120,68,22
1121,253,22
1122,594,22
1123,640,22
1124,837,22
1125,949,22
1126,984,22
1127,1054,22
1128,1168,22
1129,50,22
1130,773,22
1131,1024,22
1132,820,23
1133,31,23
1134,52,23
1135,724,23
1136,873,23
1137,961,23
1138,1155,23
1139,384,23
1140,412,23
1141,1063,23
1142,58,23
1143,326,23
1144,863,23
1145,1074,23
1146,1120,23
1147,317,23
1148,574,23
1149,35,23
1150,521,23
1151,861,23
1152,67,23
1153,657,23
1154,68,23
1155,253,23
1156,594,23
1157,640,23
1158,837,23
1159,949,23
1160,984,23
1161,1054,23
1162,1168,23
1163,50,23
1164,773,23
1165,1024,23
1166,820,12
1167,31,12
1168,52,12
1169,724,12
1170,873,12
1171,961,12
1172,1155,12
1173,384,12
1174,412,12
1175,1063,12
1176,58,12
1177,326,12
1178,863,12
1179,1074,12
1180,1120,12
1181,317,12
1182,574,12
1183,35,12
1184,521,12
1185,861,12
1186,67,12
1187,657,12
1188,68,12
1189,253,12
1190,594,12
1191,640,12
1192,837,12
1193,949,12
1194,984,12
1195,1054,12
1196,1168,12
1197,50,12
1198,773,12
1199,1024,12
1200,450,19
1201,959,19
1202,586,19
1203,677,19
1204,1163,19
1205,1079,19
1206,1,19
1207,184,19
1208,715,19
1209,568,19
1210,481,19
1211,252,19
1212,361,19
1213,539,19
1214,468,19
1215,982,19
1216,1092,19
1217,954,19
1218,130,19
1219,698,19
1220,848,19
1221,501,19
1222,1096,19
1223,125,19
1224,203,19
1225,761,19
1226,1105,19
1227,450,17
1228,959,17
1229,586,17
1230,677,17
1231,1163,17
1232,1079,17
1233,1,17
1234,184,17
1235,715,17
1236,568,17
1237,481,17
1238,252,17
1239,361,17
1240,539,17
1241,468,17
1242,982,17
1243,1092,17
1244,954,17
1245,130,17
1246,698,17
1247,848,17
1248,501,17
1249,1096,17
1250,125,17
1251,203,17
1252,761,17
1253,1105,17
1254,450,4
1255,959,4
1256,586,4
1257,677,4
1258,1163,4
1259,1079,4
1260,1,4
1261,184,4
1262,715,4
1263,568,4
1264,481,4
1265,252,4
1266,361,4
1267,539,4
1268,468,4
1269,982,4
1270,1092,4
1271,954,4
1272,130,4
1273,698,4
1274,848,4
1275,501,4
1276,1096,4
1277,125,4
1278,203,4
1279,761,4
1280,1105,4
1281,450,10
1282,959,10
1283,586,10
1284,677,10
1285,1163,10
1286,1079,10
1287,1,10
1288,184,10
1289,715,10
1290,568,10
1291,481,10
1292,252,10
1293,361,10
1294,539,10
1295,468,10
1296,982,10
1297,1092,10
1298,954,10
1299,130,10
1300,698,10
1301,848,10
1302,501,10
1303,1096,10
1304,125,10
1305,203,10
1306,761,10
1307,1105,10
1308,450,2
1309,959,2
1310,586,2
1311,677,2
1312,1163,2
1313,1079,2
1314,1,2
1315,184,2
1316,715,2
1317,568,2
1318,481,2
1319,252,2
1320,361,2
1321,539,2
1322,468,2
1323,982,2
1324,1092,2
1325,954,2
1326,130,2
1327,698,2
1328,848,2
1329,501,2
1330,1096,2
1331,125,2
1332,203,2
1333,761,2
1334,1105,2
1335,450,9
1336,959,9
1337,586,9
1338,677,9
1339,1163,9
1340,1079,9
1341,1,9
1342,184,9
1343,715,9
1344,568,9
1345,481,9
1346,252,9
1347,361,9
1348,539,9
1349,468,9
1350,982,9
1351,1092,9
1352,954,9
1353,130,9
1354,698,9
1355,848,9
1356,501,9
1357,1096,9
1358,125,9
1359,203,9
1360,761,9
1361,1105,9
1362,450,15
1363,959,15
1364,586,15
1365,677,15
1366,1163,15
1367,1079,15
1368,1,15
1369,184,15
1370,715,15
1371,568,15
1372,481,15
1373,252,15
1374,361,15
1375,539,15
1376,468,15
1377,982,15
1378,1092,15
1379,954,15
1380,130,15
1381,698,15
1382,848,15
1383,501,15
1384,1096,15
1385,125,15
1386,203,15
1387,761,15
1388,1105,15
1389,450,16
1390,959,16
1391,586,16
1392,677,16
1393,1163,16
1394,1079,16
1395,1,16
1396,184,16
1397,715,16
1398,568,16
1399,481,16
1400,252,16
1401,361,16
1402,539,16
1403,468,16
1404,982,16
1405,1092,16
1406,954,16
1407,130,16
1408,698,16
1409,848,16
1410,501,16
1411,1096,16
1412,125,16
1413,203,16
1414,761,16
1415,1105,16
1416,444,19
1417,546,19
1418,697,19
1419,259,19
1420,834,19
1421,154,19
1422,934,19
1423,897,19
1424,725,19
1425,248,19
1426,269,19
1427,829,19
1428,1187,19
1429,528,19
1430,575,19
1431,752,19
1432,1183,19
1433,232,19
1434,576,19
1435,26,19
1436,126,19
1437,360,19
1438,1112,19
1439,104,19
1440,129,19
1441,792,19
1442,116,19
1443,431,19
1444,543,19
1445,906,19
1446,1066,19
1447,444,18
1448,546,18
1449,697,18
1450,259,18
1451,834,18
1452,154,18
1453,934,18
1454,897,18
1455,725,18
1456,248,18
1457,269,18
1458,829,18
1459,1187,18
1460,528,18
1461,575,18
1462,752,18
1463,1183,18
1464,232,18
1465,576,18
1466,26,18
1467,126,18
1468,360,18
1469,1112,18
1470,104,18
1471,129,18
1472,792,18
1473,116,18
1474,431,18
1475,543,18
1476,906,18
1477,1066,18
1478,444,5
1479,546,5
1480,697,5
1481,259,5
1482,834,5
1483,154,5
1484,934,5
1485,897,5
1486,725,5
1487,248,5
1488,269,5
1489,829,5
1490,1187,5
1491,528,5
1492,575,5
1493,752,5
1494,1183,5
1495,232,5
1496,576,5
1497,26,5
1498,126,5
1499,360,5
1500,1112,5
1501,104,5
1502,129,5
1503,792,5
1504,116,5
1505,431,5
1506,543,5
1507,906,5
1508,1066,5
1509,444,11
1510,546,11
1511,697,11
1512,259,11
1513,834,11
1514,154,11
1515,934,11
1516,897,11
1517,725,11
1518,248,11
1519,269,11
1520,829,11
1521,1187,11
1522,528,11
1523,575,11
1524,752,11
1525,1183,11
1526,232,11
1527,576,11
1528,26,11
1529,126,11
1530,360,11
1531,1112,11
1532,104,11
1533,129,11
1534,792,11
1535,116,11
1536,431,11
1537,543,11
1538,906,11
1539,1066,11
1540,444,2
1541,546,2
1542,697,2
1543,259,2
1544,834,2
1545,154,2
1546,934,2
1547,897,2
1548,725,2
1549,248,2
1550,269,2
1551,829,2
1552,1187,2
1553,528,2
1554,575,2
1555,752,2
1556,1183,2
1557,232,2
1558,576,2
1559,26,2
1560,126,2
1561,360,2
1562,1112,2
1563,104,2
1564,129,2
1565,792,2
1566,116,2
1567,431,2
1568,543,2
1569,906,2
1570,1066,2
1571,444,8
1572,546,8
1573,697,8
1574,259,8
1575,834,8
1576,154,8
1577,934,8
1578,897,8
1579,725,8
1580,248,8
1581,269,8
1582,829,8
1583,1187,8
1584,528,8
1585,575,8
1586,752,8
1587,1183,8
1588,232,8
1589,576,8
1590,26,8
1591,126,8
1592,360,8
1593,1112,8
1594,104,8
1595,129,8
1596,792,8
1597,116,8
1598,431,8
1599,543,8
1600,906,8
1601,1066,8
1602,444,23
1603,546,23
1604,697,23
1605,259,23
1606,834,23
1607,154,23
1608,934,23
1609,897,23
1610,725,23
1611,248,23
1612,269,23
1613,829,23
1614,1187,23
1615,528,23
1616,575,23
1617,752,23
1618,1183,23
1619,232,23
1620,576,23
1621,26,23
1622,126,23
1623,360,23
1624,1112,23
1625,104,23
1626,129,23
1627,792,23
1628,116,23
1629,431,23
1630,543,23
1631,906,23
1632,1066,23
1633,444,12
1634,546,12
1635,697,12
1636,259,12
1637,834,12
1638,154,12
1639,934,12
1640,897,12
1641,725,12
1642,248,12
1643,269,12
1644,829,12
1645,1187,12
1646,528,12
1647,575,12
1648,752,12
1649,1183,12
1650,232,12
1651,576,12
1652,26,12
1653,126,12
1654,360,12
1655,1112,12
1656,104,12
1657,129,12
1658,792,12
1659,116,12
1660,431,12
1661,543,12
1662,906,12
1663,1066,12
1664,444,14
1665,546,14
1666,697,14
1667,259,14
1668,834,14
1669,154,14
1670,934,14
1671,897,14
1672,725,14
1673,248,14
1674,269,14
1675,829,14
1676,1187,14
1677,528,14
1678,575,14
1679,752,14
1680,1183,14
1681,232,14
1682,576,14
1683,26,14
1684,126,14
1685,360,14
1686,1112,14
1687,104,14
1688,129,14
1689,792,14
1690,116,14
1691,431,14
1692,543,14
1693,906,14
1694,1066,14
1695,650,20
1696,1062,20
1697,81,20
1698,216,20
1699,831,20
1700,74,20
1701,239,20
1702,709,20
1703,110,20
1704,179,20
1705,293,20
1706,559,20
1707,605,20
1708,696,20
1709,626,20
1710,1117,20
1711,156,20
1712,307,20
1713,318,20
1714,389,20
1715,505,20
1716,632,20
1717,804,20
1718,255,20
1719,69,20
1720,399,20
1721,865,20
1722,944,20
1723,51,20
1724,650,17
1725,1062,17
1726,81,17
1727,216,17
1728,831,17
1729,74,17
1730,239,17
1731,709,17
1732,110,17
1733,179,17
1734,293,17
1735,559,17
1736,605,17
1737,696,17
1738,626,17
1739,1117,17
1740,156,17
1741,307,17
1742,318,17
1743,389,17
1744,505,17
1745,632,17
1746,804,17
1747,255,17
1748,69,17
1749,399,17
1750,865,17
1751,944,17
1752,51,17
1753,650,3
1754,1062,3
1755,81,3
1756,216,3
1757,831,3
1758,74,3
1759,239,3
1760,709,3
1761,110,3
1762,179,3
1763,293,3
1764,559,3
1765,605,3
1766,696,3
1767,626,3
1768,1117,3
1769,156,3
1770,307,3
1771,318,3
1772,389,3
1773,505,3
1774,632,3
1775,804,3
1776,255,3
1777,69,3
1778,399,3
1779,865,3
1780,944,3
1781,51,3
1782,650,11
1783,1062,11
1784,81,11
1785,216,11
1786,831,11
1787,74,11
1788,239,11
1789,709,11
1790,110,11
1791,179,11
1792,293,11
1793,559,11
1794,605,11
1795,696,11
1796,626,11
1797,1117,11
1798,156,11
1799,307,11
1800,318,11
1801,389,11
1802,505,11
1803,632,11
1804,804,11
1805,255,11
1806,69,11
1807,399,11
1808,865,11
1809,944,11
1810,51,11
1811,650,1
1812,1062,1
1813,81,1
1814,216,1
1815,831,1
1816,74,1
1817,239,1
1818,709,1
1819,110,1
1820,179,1
1821,293,1
1822,559,1
1823,605,1
1824,696,1
1825,626,1
1826,1117,1
1827,156,1
1828,307,1
1829,318,1
1830,389,1
1831,505,1
1832,632,1
1833,804,1
1834,255,1
1835,69,1
1836,399,1
1837,865,1
1838,944,1
1839,51,1
1840,650,8
1841,1062,8
1842,81,8
1843,216,8
1844,831,8
1845,74,8
1846,239,8
1847,709,8
1848,110,8
1849,179,8
1850,293,8
1851,559,8
1852,605,8
1853,696,8
1854,626,8
1855,1117,8
1856,156,8
1857,307,8
1858,318,8
1859,389,8
1860,505,8
1861,632,8
1862,804,8
1863,255,8
1864,69,8
1865,399,8
1866,865,8
1867,944,8
1868,51,8
1869,650,15
1870,1062,15
1871,81,15
1872,216,15
1873,831,15
1874,74,15
1875,239,15
1876,709,15
1877,110,15
1878,179,15
1879,293,15
1880,559,15
1881,605,15
1882,696,15
1883,626,15
1884,1117,15
1885,156,15
1886,307,15
1887,318,15
1888,389,15
1889,505,15
1890,632,15
1891,804,15
1892,255,15
1893,69,15
1894,399,15
1895,865,15
1896,944,15
1897,51,15
1898,650,12
1899,1062,12
1900,81,12
1901,216,12
1902,831,12
1903,74,12
1904,239,12
1905,709,12
1906,110,12
1907,179,12
1908,293,12
1909,559,12
1910,605,12
1911,696,12
1912,626,12
1913,1117,12
1914,156,12
1915,307,12
1916,318,12
1917,389,12
1918,505,12
1919,632,12
1920,804,12
1921,255,12
1922,69,12
1923,399,12
1924,865,12
1925,944,12
1926,51,12
1927,25,19
1928,872,19
1929,1019,19
1930,600,19
1931,243,19
1932,421,19
1933,564,19
1934,738,19
1935,1060,19
1936,770,19
1937,778,19
1938,971,19
1939,226,19
1940,96,19
1941,201,19
1942,80,19
1943,1086,19
1944,124,19
1945,351,19
1946,764,19
1947,879,19
1948,705,19
1949,980,19
1950,1161,19
1951,948,19
1952,658,19
1953,612,19
1954,739,19
1955,875,19
1956,1075,19
1957,1093,19
1958,25,17
1959,872,17
1960,1019,17
1961,600,17
1962,243,17
1963,421,17
1964,564,17
1965,738,17
1966,1060,17
1967,770,17
1968,778,17
1969,971,17
1970,226,17
1971,96,17
1972,201,17
1973,80,17
1974,1086,17
1975,124,17
1976,351,17
1977,764,17
1978,879,17
1979,705,17
1980,980,17
1981,1161,17
1982,948,17
1983,658,17
1984,612,17
1985,739,17
1986,875,17
1987,1075,17
1988,1093,17
1989,25,3
1990,872,3
1991,1019,3
1992,600,3
1993,243,3
1994,421,3
1995,564,3
1996,738,3
1997,1060,3
1998,770,3
1999,778,3
2000,971,3
2001,226,3
2002,96,3
2003,201,3
2004,80,3
2005,1086,3
2006,124,3
2007,351,3
2008,764,3
2009,879,3
2010,705,3
2011,980,3
2012,1161,3
2013,948,3
2014,658,3
2015,612,3
2016,739,3
2017,875,3
2018,1075,3
2019,1093,3
2020,25,10
2021,872,10
2022,1019,10
2023,600,10
2024,243,10
2025,421,10
2026,564,10
2027,738,10
2028,1060,10
2029,770,10
2030,778,10
2031,971,10
2032,226,10
2033,96,10
2034,201,10
2035,80,10
2036,1086,10
2037,124,10
2038,351,10
2039,764,10
2040,879,10
2041,705,10
2042,980,10
2043,1161,10
2044,948,10
2045,658,10
2046,612,10
2047,739,10
2048,875,10
2049,1075,10
2050,1093,10
2051,25,1
2052,872,1
2053,1019,1
2054,600,1
2055,243,1
2056,421,1
2057,564,1
2058,738,1
2059,1060,1
2060,770,1
2061,778,1
2062,971,1
2063,226,1
2064,96,1
2065,201,1
2066,80,1
2067,1086,1
2068,124,1
2069,351,1
2070,764,1
2071,879,1
2072,705,1
2073,980,1
2074,1161,1
2075,948,1
2076,658,1
2077,612,1
2078,739,1
2079,875,1
2080,1075,1
2081,1093,1
2082,25,9
2083,872,9
2084,1019,9
